Round,Accuracy,Loss
0,0.0968,2.3037291900634767
1,0.4775,1.686688337135315
2,0.678,1.1861066922187806
3,0.7178,0.967316414642334
4,0.7351,0.8711436005592346
5,0.7321,0.8168956196308136
6,0.7475,0.7733209346294403
7,0.739,0.7495505091190338
8,0.7681,0.6720816818714141
9,0.7465,0.7287498067855835
10,0.7878,0.6084787595748902
