Round,Accuracy,Loss
0,0.0968,2.3037291900634767
1,0.4775,1.686688337135315
2,0.6743,1.1861896676063537
3,0.7178,0.9712100787162781
4,0.7341,0.8659235745429993
5,0.7407,0.8199140663146973
6,0.7462,0.7580635453224183
7,0.7582,0.7378424151420593
8,0.7624,0.6748681053161621
9,0.769,0.6648237156629563
10,0.7383,0.7218749472618103
