Round,Accuracy,Loss
0,0.0968,2.3037291900634767
1,0.4155,1.764439380645752
2,0.6172,1.235899246788025
3,0.6702,1.0350638792991638
4,0.7064,0.9251399102210999
5,0.7354,0.8247816769599915
6,0.694,0.881416540145874
7,0.6736,0.883478705739975
8,0.662,0.9802561207771301
9,0.6748,0.9444704071044921
10,0.6729,0.9061602254867553
