Round,Accuracy,Loss
0,0.0968,2.3037291900634767
1,0.2012,6.3203837059021
2,0.3178,2.8380434074401855
3,0.4015,3.067137397766113
4,0.3536,3.4038899730682375
5,0.4155,2.5898109563827516
6,0.2803,4.198569121551514
7,0.4176,2.141344658279419
8,0.5072,2.3801876541137696
9,0.4943,3.0963695713043213
10,0.3075,4.021228785324097
