Round,Accuracy,Loss
0,0.0968,2.3037291900634767
1,0.4775,1.686688337135315
2,0.6727,1.1845033392906188
3,0.7242,0.9830637529373168
4,0.7292,0.8759992437362671
5,0.7489,0.8031427480220795
6,0.7257,0.7832938361167908
7,0.7298,0.7677321200847625
8,0.6891,0.8742487321853638
9,0.7118,0.8857539646625519
10,0.6993,0.869274763917923
