Round,Accuracy,Loss
0,0.0998,2.3033326343536378
1,0.3793,1.7605436309814453
2,0.6312,1.1618548889160156
3,0.7003,1.1091970074653625
4,0.714,0.7550778429031372
5,0.7469,0.9205581864833832
6,0.7342,0.6655280473232269
7,0.766,0.8405632171630859
8,0.7563,0.608300819826126
9,0.7851,0.7545981844425201
10,0.7795,0.5501665429830551
