Round,Accuracy,Loss
0,0.0998,2.3033326343536378
1,0.3195,1.8261993547439574
2,0.5702,1.2577586959838867
3,0.6349,1.1740835235595704
4,0.7007,0.8611776337623597
5,0.7209,0.9236257653236389
6,0.7089,0.741858445930481
7,0.7516,0.8232456113815307
8,0.7437,0.6453403200626373
9,0.7656,0.7546067278385162
10,0.7272,0.6591435031414032
