Round,Accuracy,Loss
0,0.0968,2.3037291900634767
1,0.4563,1.7118990020751954
2,0.6465,1.1952295742034913
3,0.6928,1.02809538936615
4,0.7267,0.9037631380081177
5,0.7219,0.8441152824401855
6,0.7378,0.7974620898723602
7,0.7003,0.8548722703456879
8,0.7274,0.8054826435089111
9,0.6835,0.8957682149887085
10,0.7347,0.7765655042171479
