round,loss,val_accuracy
1,1.8198447190920513,0.35533333333333333
2,1.330884546180566,0.5411666666666666
3,1.0932050640185673,0.6734166666666667
4,0.9483290602316459,0.6313333333333334
5,1.188452442298333,0.6283333333333333
6,1.2405637996892134,0.5725833333333333
7,1.2087707019895315,0.6584166666666667
8,0.8765235130985578,0.6500000000000001
9,0.786867580930392,0.7526666666666667
10,0.6862993215434253,0.71475
