round,loss,val_accuracy
1,1.8282715768019357,0.3396666666666666
2,1.3231875110268594,0.6215833333333334
3,1.1332407948722443,0.57825
4,1.1427155440549055,0.61375
5,1.2663327570557594,0.599
6,1.3165035668313503,0.63675
7,1.0434521204829217,0.6459166666666667
8,0.9689626224935055,0.6575833333333334
9,0.9078659126659234,0.6803333333333332
10,0.80594658451279,0.7030833333333333
