round,loss,val_accuracy
1,1.8727996929883957,0.35475
2,1.4491666395465532,0.581
3,1.1089190177122752,0.6369166666666667
4,1.068752279172341,0.6749166666666666
5,0.9397050009419521,0.6692499999999999
6,0.9437130439182122,0.6790833333333334
7,0.9262356584469478,0.6607500000000001
8,0.9395447945594788,0.6609166666666666
9,0.9491451100433866,0.6644166666666667
10,0.9315175662140052,0.67625
