round,loss,val_accuracy
1,1.8282715817689896,0.3396666666666666
2,1.3054298389752705,0.6025
3,1.1553935950646799,0.5620833333333335
4,1.1695939050614834,0.5924166666666666
5,1.2434073809683324,0.5909166666666666
6,1.3260839385886987,0.6254166666666666
7,1.0858083638822038,0.6361666666666667
8,0.9412694727778435,0.6594166666666665
9,0.8281306651930014,0.687
10,0.801124891296029,0.727
